,Family_id,SuperFamily_id,Sequence,CF,SF,FA
5467,8057218,8057220,,2000148,3000038,4000029
5468,8057221,8057222,,2000148,3000038,4000029
5469,8057223,8057224,,2000148,3000038,4000029
5470,8057225,8057226,,2000148,3000038,4000029
5471,8057230,8057231,,2000148,3000038,4000029
5472,8057232,8057233,,2000148,3000038,4000029
5473,8057234,8057235,,2000148,3000038,4000029
5474,8057236,8057238,,2000148,3000038,4000029
5475,8057241,8057242,,2000148,3000038,4000029
5476,8057243,8057244,,2000148,3000038,4000029
5477,8057774,8057775,,2000148,3000038,4000088
5478,8057796,8057797,,2000148,3000038,4000088
5479,8058089,8058090,,2000148,3000038,4000088
5480,8058091,8058092,,2000148,3000038,4000088
5481,8058093,8058094,,2000148,3000038,4000088
5482,8058095,8058096,,2000148,3000038,4000088
5483,8058097,8058098,,2000148,3000038,4000088
5484,8058099,8058100,,2000148,3000038,4000088
5485,8058101,8058102,,2000148,3000038,4000088
5486,8058103,8058104,,2000148,3000038,4000088
5487,8058105,8058106,,2000148,3000038,4000088
5488,8058107,8058108,,2000148,3000038,4000088
5489,8058109,8058110,,2000148,3000038,4000088
5490,8058111,8058112,,2000148,3000038,4000088
5491,8058113,8058114,,2000148,3000038,4000088
5492,8058115,8058116,,2000148,3000038,4000088
5493,8058117,8058118,,2000148,3000038,4000088
5494,8058447,8058449,,2000148,3000038,4000029
5495,8058457,8058458,,2000148,3000038,4000029
5496,8058470,8058471,,2000148,3000038,4000029
5497,8058472,8058473,,2000148,3000038,4000029
5498,8058474,8058475,,2000148,3000038,4000029
5499,8058476,8058477,,2000148,3000038,4000029
5500,8058478,8058479,,2000148,3000038,4000029
5501,8058480,8058481,,2000148,3000038,4000029
5502,8058482,8058483,,2000148,3000038,4000029
5503,8058484,8058485,,2000148,3000038,4000029
5504,8058486,8058487,,2000148,3000038,4000029
5505,8058488,8058489,,2000148,3000038,4000029
5506,8058490,8058491,,2000148,3000038,4000088
5507,8058492,8058493,,2000148,3000038,4000088
5508,8058494,8058495,,2000148,3000038,4000029
5509,8058496,8058497,,2000148,3000038,4000029
5510,8058498,8058499,,2000148,3000038,4000088
5511,8058500,8058501,,2000148,3000038,4000088
5512,8058502,8058503,,2000148,3000038,4000088
5513,8058504,8058505,,2000148,3000038,4000088
5514,8058506,8058507,,2000148,3000038,4000088
5515,8058514,8058515,,2000148,3000038,4000088
5516,8058516,8058517,,2000148,3000038,4000029
5517,8058518,8058519,,2000148,3000038,4000029
5518,8058520,8058521,,2000148,3000038,4000029
5519,8058522,8058523,,2000148,3000038,4000029
5520,8063123,8063124,,2000148,3000038,4000029
5521,8063125,8063126,,2000148,3000038,4000029
5522,8063127,8063128,,2000148,3000038,4000029
5523,8063129,8063130,,2000148,3000038,4000029
5524,8063131,8063132,,2000148,3000038,4000029
5525,8063133,8063134,,2000148,3000038,4000029
5526,8063135,8063136,,2000148,3000038,4000029
5527,8063137,8063138,,2000148,3000038,4000029
5528,8063141,8063142,,2000148,3000038,4000029
5529,8063143,8063144,,2000148,3000038,4000029
5530,8063145,8063146,,2000148,3000038,4000029
5531,8063149,8063150,,2000148,3000038,4000029
5532,8063151,8063152,,2000148,3000038,4000029
5533,8063153,8063154,,2000148,3000038,4000029
5534,8063155,8063156,,2000148,3000038,4000029
5535,8063157,8063158,,2000148,3000038,4000029
5536,8063159,8063160,,2000148,3000038,4000029
5537,8063161,8063162,,2000148,3000038,4000029
5538,8063163,8063164,,2000148,3000038,4000029
5539,8063165,8063166,,2000148,3000038,4000029
5540,8063167,8063168,,2000148,3000038,4000029
5541,8063171,8063172,,2000148,3000038,4000029
5542,8063173,8063174,,2000148,3000038,4000029
5543,8063175,8063176,,2000148,3000038,4000029
5544,8063177,8063178,,2000148,3000038,4000029
5545,8063179,8063180,,2000148,3000038,4000029
5546,8063181,8063182,,2000148,3000038,4000029
5547,8063183,8063184,,2000148,3000038,4000029
5548,8063185,8063186,,2000148,3000038,4000029
5549,8063187,8063188,,2000148,3000038,4000029
5550,8063189,8063190,,2000148,3000038,4000029
5551,8063191,8063192,,2000148,3000038,4000029
5552,8063193,8063194,,2000148,3000038,4000029
5553,8063195,8063196,,2000148,3000038,4000029
5554,8063197,8063198,,2000148,3000038,4000029
5555,8063199,8063200,,2000148,3000038,4000029
5556,8063201,8063202,,2000148,3000038,4000029
5557,8063203,8063204,,2000148,3000038,4000029
5558,8063205,8063206,,2000148,3000038,4000029
5559,8063207,8063208,,2000148,3000038,4000029
5560,8063209,8063210,,2000148,3000038,4000029
5561,8063211,8063212,,2000148,3000038,4000029
5562,8063213,8063214,,2000148,3000038,4000029
5563,8063215,8063216,,2000148,3000038,4000029
5564,8063217,8063218,,2000148,3000038,4000029
5565,8063219,8063220,,2000148,3000038,4000029
5566,8063221,8063222,,2000148,3000038,4000029
5567,8063223,8063224,,2000148,3000038,4000029
5568,8063225,8063226,,2000148,3000038,4000029
5569,8063227,8063228,,2000148,3000038,4000029
5570,8063229,8063230,,2000148,3000038,4000029
5571,8063231,8063232,,2000148,3000038,4000029
5572,8063233,8063234,,2000148,3000038,4000029
5573,8063235,8063236,,2000148,3000038,4000029
5574,8063237,8063238,,2000148,3000038,4000029
5575,8063239,8063240,,2000148,3000038,4000029
5576,8063241,8063242,,2000148,3000038,4000029
5577,8063243,8063244,,2000148,3000038,4000029
5578,8063245,8063246,,2000148,3000038,4000029
5579,8063247,8063248,,2000148,3000038,4000029
5580,8063249,8063250,,2000148,3000038,4000029
5581,8063251,8063252,,2000148,3000038,4000029
5582,8063253,8063254,,2000148,3000038,4000029
5583,8063255,8063256,,2000148,3000038,4000029
5584,8063257,8063258,,2000148,3000038,4000029
5585,8063259,8063260,,2000148,3000038,4000029
5586,8063261,8063262,,2000148,3000038,4000029
5587,8063263,8063264,,2000148,3000038,4000029
5588,8063265,8063266,,2000148,3000038,4000029
5589,8063267,8063268,,2000148,3000038,4000029
5590,8063269,8063270,,2000148,3000038,4000029
5591,8063271,8063272,,2000148,3000038,4000029
5592,8063273,8063274,,2000148,3000038,4000029
5593,8063275,8063276,,2000148,3000038,4000029
5594,8063277,8063278,,2000148,3000038,4000029
5595,8063279,8063280,,2000148,3000038,4000029
5596,8063281,8063282,,2000148,3000038,4000029
5597,8063283,8063284,,2000148,3000038,4000029
5598,8063285,8063286,,2000148,3000038,4000029
5599,8063287,8063288,,2000148,3000038,4000029
5600,8063289,8063290,,2000148,3000038,4000029
5601,8063291,8063292,,2000148,3000038,4000029
5602,8066219,8066220,,2000148,3000038,4000088
5603,8066221,8066222,,2000148,3000038,4000088
5604,8066223,8066224,,2000148,3000038,4000088
5605,8066225,8066226,,2000148,3000038,4000088
5606,8066227,8066228,,2000148,3000038,4000088
5607,8066229,8066230,,2000148,3000038,4000088
5608,8066231,8066232,,2000148,3000038,4000088
5609,8066233,8066234,,2000148,3000038,4000088
5610,8066237,8066238,,2000148,3000038,4000088
5611,8066239,8066240,,2000148,3000038,4000088
5612,8066241,8066242,,2000148,3000038,4000088
5613,8066243,8066244,,2000148,3000038,4000088
5614,8066245,8066246,,2000148,3000038,4000088
5615,8066815,8066816,,2000148,3000038,4000029
5616,8066817,8066818,,2000148,3000038,4000029
5617,8066819,8066820,,2000148,3000038,4000029
5618,8066821,8066822,,2000148,3000038,4000029
5619,8066823,8066824,,2000148,3000038,4000029
5620,8066825,8066826,,2000148,3000038,4000029
5621,8066827,8066828,,2000148,3000038,4000029
5622,8066829,8066830,,2000148,3000038,4000029
5623,8066831,8066832,,2000148,3000038,4000029
5624,8066833,8066834,,2000148,3000038,4000029
5625,8066835,8066836,,2000148,3000038,4000029
5626,8066837,8066838,,2000148,3000038,4000029
5627,8066839,8066840,,2000148,3000038,4000029
5628,8066841,8066842,,2000148,3000038,4000029
5629,8066843,8066844,,2000148,3000038,4000029
5630,8066845,8066846,,2000148,3000038,4000029
5631,8066847,8066848,,2000148,3000038,4000029
5632,8066849,8066850,,2000148,3000038,4000029
5633,8066851,8066852,,2000148,3000038,4000029
5634,8066853,8066854,,2000148,3000038,4000029
5635,8066855,8066856,,2000148,3000038,4000029
5636,8066857,8066858,,2000148,3000038,4000029
5637,8066859,8066860,,2000148,3000038,4000029
5638,8066861,8066862,,2000148,3000038,4000029
5639,8066863,8066864,,2000148,3000038,4000029
5640,8066865,8066866,,2000148,3000038,4000029
5641,8066867,8066868,,2000148,3000038,4000029
5642,8066869,8066870,,2000148,3000038,4000029
5643,8066871,8066872,,2000148,3000038,4000029
5644,8066873,8066874,,2000148,3000038,4000029
5645,8066875,8066876,,2000148,3000038,4000029
5646,8066877,8066878,,2000148,3000038,4000029
5647,8066879,8066880,,2000148,3000038,4000029
5648,8066881,8066882,,2000148,3000038,4000029
5649,8066883,8066884,,2000148,3000038,4000029
5650,8066885,8066886,,2000148,3000038,4000029
5651,8066887,8066888,,2000148,3000038,4000029
5652,8066889,8066890,,2000148,3000038,4000029
5653,8066891,8066892,,2000148,3000038,4000029
5654,8066893,8066894,,2000148,3000038,4000029
5655,8066895,8066896,,2000148,3000038,4000029
5656,8066897,8066898,,2000148,3000038,4000029
5657,8066899,8066900,,2000148,3000038,4000029
5658,8066901,8066902,,2000148,3000038,4000029
5659,8066903,8066904,,2000148,3000038,4000029
5660,8066905,8066906,,2000148,3000038,4000029
5661,8066907,8066908,,2000148,3000038,4000029
5662,8066909,8066910,,2000148,3000038,4000029
5663,8066911,8066912,,2000148,3000038,4000029
5664,8066913,8066914,,2000148,3000038,4000029
5665,8066915,8066916,,2000148,3000038,4000029
5666,8066917,8066918,,2000148,3000038,4000029
5667,8066919,8066920,,2000148,3000038,4000029
5668,8066921,8066922,,2000148,3000038,4000029
5669,8066923,8066924,,2000148,3000038,4000029
5670,8066925,8066926,,2000148,3000038,4000029
5671,8066927,8066928,,2000148,3000038,4000029
5672,8066929,8066930,,2000148,3000038,4000029
5673,8066931,8066932,,2000148,3000038,4000029
5674,8066933,8066934,,2000148,3000038,4000029
5675,8066935,8066936,,2000148,3000038,4000029
5676,8066937,8066938,,2000148,3000038,4000029
5677,8066939,8066940,,2000148,3000038,4000029
5678,8066941,8066942,,2000148,3000038,4000029
5679,8066943,8066944,,2000148,3000038,4000029
5680,8066945,8066946,,2000148,3000038,4000029
5681,8066947,8066948,,2000148,3000038,4000029
5682,8066949,8066950,,2000148,3000038,4000029
5683,8066951,8066952,,2000148,3000038,4000029
5684,8066953,8066954,,2000148,3000038,4000029
5685,8066955,8066956,,2000148,3000038,4000029
5686,8066957,8066958,,2000148,3000038,4000029
5687,8066959,8066960,,2000148,3000038,4000029
5688,8066961,8066962,,2000148,3000038,4000029
5689,8066963,8066964,,2000148,3000038,4000029
5690,8066965,8066966,,2000148,3000038,4000029
5691,8066967,8066968,,2000148,3000038,4000029
5692,8066969,8066970,,2000148,3000038,4000029
5693,8066971,8066972,,2000148,3000038,4000029
5694,8066973,8066974,,2000148,3000038,4000029
5695,8066975,8066976,,2000148,3000038,4000029
5696,8066977,8066978,,2000148,3000038,4000029
5697,8066979,8066980,,2000148,3000038,4000029
5698,8066981,8066982,,2000148,3000038,4000029
5699,8066983,8066984,,2000148,3000038,4000029
5700,8066985,8066986,,2000148,3000038,4000029
5701,8066987,8066988,,2000148,3000038,4000029
5702,8066989,8066990,,2000148,3000038,4000029
5703,8066991,8066992,,2000148,3000038,4000029
5704,8066993,8066994,,2000148,3000038,4000029
5705,8066995,8066996,,2000148,3000038,4000029
5706,8066997,8066998,,2000148,3000038,4000029
5707,8066999,8067000,,2000148,3000038,4000029
5708,8067001,8067002,,2000148,3000038,4000029
5709,8067003,8067004,,2000148,3000038,4000029
5710,8067005,8067006,,2000148,3000038,4000029
5711,8067007,8067008,,2000148,3000038,4000029
5712,8067009,8067010,,2000148,3000038,4000029
5713,8068098,8068099,,2000148,3000038,4000029
5714,8068100,8068101,,2000148,3000038,4000029
5715,8068102,8068103,,2000148,3000038,4000029
5716,8068104,8068105,,2000148,3000038,4000029
5717,8068106,8068107,,2000148,3000038,4000029
5718,8068108,8068109,,2000148,3000038,4000029
5719,8068110,8068111,,2000148,3000038,4000029
5720,8068112,8068113,,2000148,3000038,4000029
5721,8068114,8068115,,2000148,3000038,4000029
5722,8068116,8068117,,2000148,3000038,4000029
5723,8068118,8068119,,2000148,3000038,4000029
5724,8068120,8068121,,2000148,3000038,4000029
5725,8068122,8068123,,2000148,3000038,4000029
5726,8068124,8068125,,2000148,3000038,4000029
5727,8068126,8068127,,2000148,3000038,4000029
5728,8068128,8068129,,2000148,3000038,4000029
5729,8068130,8068131,,2000148,3000038,4000029
5730,8068132,8068133,,2000148,3000038,4000029
5731,8068134,8068135,,2000148,3000038,4000029
5732,8068136,8068137,,2000148,3000038,4000029
5733,8068138,8068139,,2000148,3000038,4000029
5734,8068140,8068141,,2000148,3000038,4000029
5735,8068142,8068143,,2000148,3000038,4000029
5736,8068144,8068145,,2000148,3000038,4000029
5737,8068146,8068147,,2000148,3000038,4000029
5738,8068148,8068149,,2000148,3000038,4000029
5739,8068150,8068151,,2000148,3000038,4000029
5740,8068152,8068153,,2000148,3000038,4000029
5741,8068154,8068155,,2000148,3000038,4000029
5742,8068156,8068157,,2000148,3000038,4000029
5743,8068158,8068159,,2000148,3000038,4000029
5744,8068160,8068161,,2000148,3000038,4000029
5745,8068162,8068163,,2000148,3000038,4000029
5746,8068164,8068165,,2000148,3000038,4000029
5747,8068166,8068167,,2000148,3000038,4000029
5748,8068168,8068169,,2000148,3000038,4000029
5749,8068170,8068171,,2000148,3000038,4000029
5750,8068172,8068173,,2000148,3000038,4000029
5751,8068176,8068177,,2000148,3000038,4000029
5752,8068178,8068179,,2000148,3000038,4000029
5753,8068180,8068181,,2000148,3000038,4000029
5754,8068182,8068183,,2000148,3000038,4000029
5755,8068852,8068853,,2000148,3000038,4000029
5756,8073564,8073565,,2000148,3000038,4000029
5757,8073566,8073567,,2000148,3000038,4000029
5758,8073568,8073569,,2000148,3000038,4000029
5759,8073570,8073571,,2000148,3000038,4000029
5760,8073572,8073573,,2000148,3000038,4000029
5761,8073574,8073575,,2000148,3000038,4000029
5762,8073576,8073577,,2000148,3000038,4000029
5763,8073580,8073581,,2000148,3000038,4000029
5764,8073582,8073583,,2000148,3000038,4000029
5765,8073584,8073585,,2000148,3000038,4000029
5766,8073586,8073587,,2000148,3000038,4000029
5767,8073588,8073589,,2000148,3000038,4000029
5768,8073590,8073591,,2000148,3000038,4000029
5769,8073592,8073593,,2000148,3000038,4000029
5770,8073594,8073595,,2000148,3000038,4000029
5771,8073939,8073940,,2000148,3000038,4000088
5772,8073941,8073942,,2000148,3000038,4000088
5773,8073943,8073944,,2000148,3000038,4000088
5774,8073945,8073946,,2000148,3000038,4000088
5775,8073947,8073948,,2000148,3000038,4000088
5776,8073949,8073950,,2000148,3000038,4000088
5777,8073951,8073952,,2000148,3000038,4000088
5778,8073953,8073954,,2000148,3000038,4000088
5779,8073955,8073956,,2000148,3000038,4000088
5780,8073957,8073958,,2000148,3000038,4000088
5781,8073959,8073960,,2000148,3000038,4000088
5782,8074025,8074026,,2000148,3000038,4000029
5783,8076082,8076083,,2000148,3000038,4000029
5784,8076084,8076085,,2000148,3000038,4000029
5785,8076086,8076087,,2000148,3000038,4000029
5786,8076088,8076089,,2000148,3000038,4000029
5787,8076090,8076091,,2000148,3000038,4000029
5788,8076092,8076093,,2000148,3000038,4000029
5789,8076094,8076095,,2000148,3000038,4000029
5790,8076096,8076097,,2000148,3000038,4000029
5791,8076112,8076113,,2000148,3000038,4000029
5792,8076544,8076545,,2000148,3000038,4000029
5793,8077444,8077445,,2000148,3000038,4000029
5794,8077512,8077513,,2000148,3000038,4000088
5795,8077514,8077515,,2000148,3000038,4000088
5796,8077698,8077699,,2000148,3000038,4000029
5797,8077778,8077779,,2000148,3000038,4000029
5798,8077780,8077781,,2000148,3000038,4000029
5799,8077782,8077783,,2000148,3000038,4000029
5800,8077784,8077785,,2000148,3000038,4000029
5801,8077786,8077787,,2000148,3000038,4000029
5802,8078280,8078281,,2000148,3000038,4000029
5803,8079279,8079280,,2000148,3000038,4000088
5804,8079281,8079282,,2000148,3000038,4000088
5805,8079283,8079284,,2000148,3000038,4000088
5806,8079436,8079437,,2000148,3000038,4000088
5807,8079438,8079439,,2000148,3000038,4000088
5808,8079440,8079441,,2000148,3000038,4000088
5809,8079442,8079443,,2000148,3000038,4000088
5810,8079800,8079801,,2000148,3000038,4000029
5811,8080007,8080008,,2000148,3000038,4000088
5812,8080860,8080861,,2000148,3000038,4000029
5813,8083269,8083270,,2000148,3000038,4000029
5814,8083271,8083272,,2000148,3000038,4000029
5815,8083273,8083274,,2000148,3000038,4000029
5816,8083685,8083686,,2000148,3000038,4000029
5817,8083687,8083688,,2000148,3000038,4000029
5818,8083689,8083690,,2000148,3000038,4000029
5819,8084669,8084670,,2000148,3000038,4000029
5820,8085011,8085012,,2000148,3000038,4000088
5821,8085182,8085183,,2000148,3000038,4000029
5822,8085184,8085185,,2000148,3000038,4000029
5823,8085949,8085950,,2000148,3000038,4000029
5824,8086153,8086154,,2000148,3000038,4000029
5825,8086563,8086564,,2000148,3000038,4000029
5826,8086769,8086770,,2000148,3000038,4000029
5827,8087217,8087218,,2000148,3000038,4000029
5828,8087300,8087301,,2000148,3000038,4000088
5829,8087333,8087334,,2000148,3000038,4000029
5830,8087335,8087336,,2000148,3000038,4000088
5831,8088241,8088242,,2000148,3000038,4000088
5832,8088946,8088947,,2000148,3000038,4000088
5833,8088948,8088949,,2000148,3000038,4000088
5834,8088950,8088951,,2000148,3000038,4000088
5835,8088952,8088953,,2000148,3000038,4000088
5836,8089273,8089274,,2000148,3000038,4000088
5837,8089275,8089276,,2000148,3000038,4000088
5838,8089277,8089278,,2000148,3000038,4000088
5839,8089279,8089280,,2000148,3000038,4000088
5840,8089281,8089282,,2000148,3000038,4000088
5841,8089283,8089284,,2000148,3000038,4000088
5842,8089285,8089286,,2000148,3000038,4000088
5843,8051082,8092061,,2000148,3000038,4000029
5844,8051083,8092062,,2000148,3000038,4000029
5845,8051085,8092063,,2000148,3000038,4000029
5846,8088944,8092115,,2000148,3000038,4000029
5847,8093847,8093848,,2000148,3000038,4000029
5848,8094099,8094100,,2000148,3000038,4000029
5849,8094226,8094227,,2000148,3000038,4000029
5850,8094228,8094229,,2000148,3000038,4000029
5851,8094338,8094339,,2000148,3000038,4000029
5852,8094682,8094683,,2000148,3000038,4000029
5853,8094784,8094785,,2000148,3000038,4000029
5854,8094932,8094933,,2000148,3000038,4000029
5855,8095044,8095045,,2000148,3000038,4000029
5856,8095064,8095065,,2000148,3000038,4000029
5857,8095080,8095081,,2000148,3000038,4000029
5858,8095532,8095533,,2000148,3000038,4000029
5859,8095708,8095709,,2000148,3000038,4000029
5860,8095806,8095807,,2000148,3000038,4000029
5861,8096207,8096208,,2000148,3000038,4000029
5862,8096217,8096218,,2000148,3000038,4000029
5863,8096251,8096252,,2000148,3000038,4000029
5864,8096391,8096392,,2000148,3000038,4000029
5865,8096419,8096420,,2000148,3000038,4000029
5866,8096521,8096522,,2000148,3000038,4000029
5867,8096693,8096694,,2000148,3000038,4000029
5868,8096715,8096716,,2000148,3000038,4000029
5869,8096899,8096900,,2000148,3000038,4000029
5870,8096953,8096954,,2000148,3000038,4000029
5871,8097147,8097148,,2000148,3000038,4000029
5872,8097587,8097588,,2000148,3000038,4000029
5873,8097731,8097732,,2000148,3000038,4000029
5874,8098079,8098080,,2000148,3000038,4000029
5875,8099099,8099100,,2000148,3000038,4000029
5876,8099291,8099292,,2000148,3000038,4000029
5877,8099493,8099494,,2000148,3000038,4000029
5878,8099527,8099528,,2000148,3000038,4000029
5879,8099551,8099552,,2000148,3000038,4000029
5880,8099561,8099562,,2000148,3000038,4000029
5881,8099761,8099762,,2000148,3000038,4000029
5882,8099807,8099808,,2000148,3000038,4000088
5883,8100053,8100054,,2000148,3000038,4000029
5884,8100285,8100286,,2000148,3000038,4000029
5885,8100309,8100310,,2000148,3000038,4000029
5886,8100451,8100452,,2000148,3000038,4000029
5887,8100465,8100466,,2000148,3000038,4000029
5888,8100521,8100522,,2000148,3000038,4000029
5889,8100831,8100832,,2000148,3000038,4000029
5890,8101218,8101219,,2000148,3000038,4000029
5891,8101244,8101245,,2000148,3000038,4000029
5892,8101306,8101307,,2000148,3000038,4000088
5893,8101366,8101367,,2000148,3000038,4000029
5894,8101504,8101505,,2000148,3000038,4000029
5895,8101566,8101567,,2000148,3000038,4000088
5896,8101614,8101615,,2000148,3000038,4000088
5897,8101632,8101633,,2000148,3000038,4000088
5898,8101778,8101779,,2000148,3000038,4000029
5899,8101780,8101781,,2000148,3000038,4000029
5900,8101887,8101888,,2000148,3000038,4000029
5901,8102097,8102098,,2000148,3000038,4000029
5902,8102161,8102162,,2000148,3000038,4000088
5903,8102288,8102289,,2000148,3000038,4000029
5904,8102358,8102359,,2000148,3000038,4000029
5905,8102648,8102649,,2000148,3000038,4000088
5906,8102770,8102771,,2000148,3000038,4000029
5907,8102898,8102899,,2000148,3000038,4000029
5908,8103039,8103040,,2000148,3000038,4000088
5909,8103291,8103292,,2000148,3000038,4000029
5910,8103337,8103338,,2000148,3000038,4000088
5911,8103507,8103508,,2000148,3000038,4000088
5912,8103515,8103516,,2000148,3000038,4000088
5913,8103545,8103546,,2000148,3000038,4000029
5914,8104216,8104217,,2000148,3000038,4000029
5915,8104288,8104289,,2000148,3000038,4000029
5916,8104312,8104313,,2000148,3000038,4000029
5917,8105350,8105351,,2000148,3000038,4000029
5918,8106502,8106503,,2000148,3000038,4000029
5919,8106801,8106802,,2000148,3000038,4000029
5920,8106887,8106888,,2000148,3000038,4000029
5921,8020456,8032836,,2000848,3001396,4000794
5922,8020459,8032839,,2000848,3001396,4000794
5923,8020529,8032909,,2000848,3001396,4000794
5924,8020531,8032911,,2000848,3001396,4000794
5925,8020535,8032915,,2000848,3001396,4000794
5926,8020536,8032916,,2000848,3001396,4000794
5927,8020556,8032936,,2000848,3001396,4000794
5928,8020557,8032937,,2000848,3001396,4000794
5929,8020579,8032959,,2000848,3001396,4000794
5930,8020582,8032962,,2000848,3001396,4000794
5931,8023342,8035722,,2000848,3001396,4000794
5932,8023343,8035723,,2000848,3001396,4000794
5933,8025746,8038125,,2000848,3001396,4000794
5934,8025747,8038126,,2000848,3001396,4000794
5935,8026833,8039212,,2000848,3001396,4000794
5936,8026836,8039215,,2000848,3001396,4000794
5937,8027604,8039983,,2000848,3001396,4000794
5938,8027605,8039984,,2000848,3001396,4000794
5939,8029129,8041508,,2000848,3001396,4000794
5940,8029131,8041510,,2000848,3001396,4000794
5941,8031275,8043653,,2000848,3001396,4000794
5942,8031277,8043655,,2000848,3001396,4000794
5943,8046656,8102943,,2001019,3002765,4005218
5944,8023125,8035505,,2000856,3001407,4002554
5945,8028583,8040962,,2000856,3001407,4002554
5946,8028592,8040971,,2000856,3001407,4002554
5947,8028859,8041238,,2000856,3001407,4002554
5948,8030977,8043356,,2000856,3001407,4002554
5949,8031258,8043636,,2000856,3001407,4002554
5950,8064618,8064619,,2000856,3001407,4002554
5951,8079784,8079785,,2000856,3001407,4002554
5952,8079786,8079787,,2000856,3001407,4002554
5953,8000813,8000814,,2000005,3000040,4000010
5954,8000821,8000822,,2000005,3000040,4000090
5955,8044580,8044582,,2000005,3000040,4000010
5956,8055924,8055926,,2000005,3000040,4000010
5957,8055970,8055972,,2000005,3000040,4000010
5958,8057511,8057513,,2000005,3000040,4000010
5959,8057514,8057516,,2000005,3000040,4000010
5960,8057517,8057519,,2000005,3000040,4000010
5961,8057520,8057522,,2000005,3000040,4000010
5962,8057523,8057525,,2000005,3000040,4000010
5963,8057526,8057528,,2000005,3000040,4000010
5964,8057529,8057531,,2000005,3000040,4000010
5965,8057533,8057535,,2000005,3000040,4000010
5966,8057538,8057540,,2000005,3000040,4000010
5967,8057542,8057544,,2000005,3000040,4000010
5968,8057547,8057549,,2000005,3000040,4000090
5969,8057552,8057555,,2000005,3000040,4000090
5970,8057558,8057560,,2000005,3000040,4000090
5971,8057563,8057565,,2000005,3000040,4000090
5972,8057567,8057569,,2000005,3000040,4000090
5973,8057572,8057574,,2000005,3000040,4000090
5974,8057576,8057578,,2000005,3000040,4000090
5975,8057582,8057584,,2000005,3000040,4000090
5976,8057630,8057632,,2000005,3000040,4000010
5977,8057635,8057637,,2000005,3000040,4000010
5978,8057640,8057642,,2000005,3000040,4000010
5979,8057647,8057649,,2000005,3000040,4000010
5980,8057651,8057653,,2000005,3000040,4000010
5981,8058524,8058526,,2000005,3000040,4000010
5982,8000768,8000769,,2000005,3000039,4000045
5983,8000805,8001235,,2000005,3000039,4000089
5984,8044596,8044597,,2000005,3000039,4000045
5985,8057295,8057296,,2000005,3000039,4000045
5986,8057300,8057302,,2000005,3000039,4000045
5987,8057305,8057306,,2000005,3000039,4000045
5988,8057307,8057308,,2000005,3000039,4000045
5989,8057311,8057312,,2000005,3000039,4000045
5990,8057313,8057314,,2000005,3000039,4000045
5991,8057315,8057316,,2000005,3000039,4000045
5992,8057317,8057318,,2000005,3000039,4000045
5993,8057319,8057320,,2000005,3000039,4000045
5994,8057321,8057322,,2000005,3000039,4000045
5995,8057323,8057324,,2000005,3000039,4000045
5996,8057325,8057326,,2000005,3000039,4000045
5997,8057327,8057328,,2000005,3000039,4000045
5998,8057329,8057330,,2000005,3000039,4000045
5999,8057331,8057332,,2000005,3000039,4000045
6000,8057333,8057334,,2000005,3000039,4000045
6001,8057335,8057336,,2000005,3000039,4000045
6002,8057337,8057338,,2000005,3000039,4000045
6003,8057339,8057340,,2000005,3000039,4000045
6004,8057341,8057342,,2000005,3000039,4000045
6005,8057343,8057344,,2000005,3000039,4000045
6006,8057345,8057346,,2000005,3000039,4000045
6007,8057347,8057348,,2000005,3000039,4000045
6008,8057349,8057350,,2000005,3000039,4000089
6009,8057351,8057352,,2000005,3000039,4000089
6010,8057353,8057354,,2000005,3000039,4000089
6011,8057355,8057356,,2000005,3000039,4000089
6012,8059683,8059684,,2000005,3000039,4000045
6013,8059685,8059686,,2000005,3000039,4000045
6014,8059687,8059688,,2000005,3000039,4000045
6015,8059689,8059690,,2000005,3000039,4000045
6016,8059691,8059692,,2000005,3000039,4000045
6017,8059693,8059694,,2000005,3000039,4000045
6018,8059695,8059696,,2000005,3000039,4000045
6019,8059697,8059698,,2000005,3000039,4000045
6020,8059699,8059700,,2000005,3000039,4000045
6021,8059701,8059702,,2000005,3000039,4000045
6022,8059703,8059704,,2000005,3000039,4000045
6023,8059705,8059706,,2000005,3000039,4000045
6024,8059707,8059708,,2000005,3000039,4000045
6025,8059709,8059710,,2000005,3000039,4000045
6026,8059711,8059712,,2000005,3000039,4000045
6027,8059713,8059714,,2000005,3000039,4000045
6028,8059715,8059716,,2000005,3000039,4000045
6029,8059717,8059718,,2000005,3000039,4000045
6030,8059719,8059720,,2000005,3000039,4000045
6031,8059721,8059722,,2000005,3000039,4000045
6032,8059723,8059724,,2000005,3000039,4000045
6033,8059725,8059726,,2000005,3000039,4000045
6034,8059727,8059728,,2000005,3000039,4000045
6035,8059729,8059730,,2000005,3000039,4000045
6036,8059731,8059732,,2000005,3000039,4000045
6037,8059733,8059734,,2000005,3000039,4000045
6038,8059735,8059736,,2000005,3000039,4000045
6039,8059737,8059738,,2000005,3000039,4000045
6040,8059739,8059740,,2000005,3000039,4000045
6041,8059741,8059742,,2000005,3000039,4000045
6042,8059743,8059744,,2000005,3000039,4000045
6043,8059745,8059746,,2000005,3000039,4000045
6044,8059747,8059748,,2000005,3000039,4000045
6045,8059749,8059750,,2000005,3000039,4000045
6046,8059751,8059752,,2000005,3000039,4000045
6047,8059753,8059754,,2000005,3000039,4000045
6048,8059755,8059756,,2000005,3000039,4000045
