,Family_id,SuperFamily_id,Sequence,CL,CF,SF,FA
2370,8104344,8104345,,1000003,2000014,3001326,4003707
2371,8046248,8093149,,1000004,2000181,3002685,4004981
2372,8021830,8034210,,1000000,2001119,3001327,4001339
2373,8046249,8093150,,1000004,2001359,3002686,4004982
2374,8024372,8036751,,1000000,2000803,3001328,4000776
2375,8093170,8093171,,1000003,2001556,3002687,4007798
2376,8020156,8032536,,1000001,2000716,3001330,4003708
2377,8020159,8032539,,1000001,2000716,3001330,4003714
2378,8027232,8039611,,1000001,2000716,3001330,4003708
2379,8027234,8039613,,1000001,2000716,3001330,4003714
2380,8030303,8042682,,1000001,2000716,3001330,4003714
2381,8030305,8042684,,1000001,2000716,3001330,4003708
2382,8046930,8055682,,1000001,2000716,3001330,4005374
2383,8046930,8055683,,1000001,2000716,3001330,4005374
2384,8046929,8055687,,1000001,2000716,3001330,4005374
2385,8046929,8055688,,1000001,2000716,3001330,4005374
2386,8044970,8055689,,1000001,2000716,3001330,4004231
2387,8044970,8055690,,1000001,2000716,3001330,4004231
2388,8073728,8073729,,1000001,2000716,3001330,4003708
2389,8021518,8033898,,1000000,2000085,3001329,4001338
2390,8022581,8034961,,1000000,2000085,3001329,4001338
2391,8022656,8035036,,1000000,2000085,3001329,4001338
2392,8028665,8041044,,1000000,2000085,3001329,4001338
2393,8082806,8082807,,1000000,2000085,3001329,4001338
2394,8082808,8082809,,1000000,2000085,3001329,4001338
2395,8082810,8082811,,1000000,2000085,3001329,4001338
2396,8082812,8082813,,1000000,2000085,3001329,4001338
2397,8082814,8082815,,1000000,2000085,3001329,4001338
2398,8082816,8082817,,1000000,2000085,3001329,4001338
2399,8082818,8082819,,1000000,2000085,3001329,4001338
2400,8082820,8082821,,1000000,2000085,3001329,4001338
2401,8082822,8082823,,1000000,2000085,3001329,4001338
2402,8082824,8082825,,1000000,2000085,3001329,4001338
2403,8082826,8082827,,1000000,2000085,3001329,4001338
2404,8082828,8082829,,1000000,2000085,3001329,4001338
2405,8082830,8082831,,1000000,2000085,3001329,4001338
2406,8082832,8082833,,1000000,2000085,3001329,4001338
2407,8082834,8082835,,1000000,2000085,3001329,4001338
2408,8093917,8093918,,1000000,2000085,3001329,4001338
2409,8105819,8105820,,1000000,2000085,3001329,4001338
2410,8047610,8093172,,1000004,2001359,3002688,4005717
2411,8047611,8093173,,1000004,2001359,3002688,4005717
2412,8020431,8032811,,1000002,2000806,3001331,4000777
2413,8023124,8035504,,1000002,2000806,3001331,4002436
2414,8023256,8035636,,1000002,2000806,3001331,4002436
2415,8024544,8036923,,1000002,2000806,3001331,4000777
2416,8025151,8037530,,1000002,2000806,3001331,4000777
2417,8026832,8039211,,1000002,2000806,3001331,4000777
2418,8073672,8073673,,1000002,2000806,3001331,4000777
2419,8075743,8075744,,1000002,2000806,3001331,4000777
2420,8099137,8099138,,1000002,2000806,3001331,4000777
2421,8099443,8099444,,1000002,2000806,3001331,4000777
2422,8099709,8099710,,1000002,2000806,3001331,4000777
2423,8046291,8093356,,1000000,2001559,3002700,4005003
2424,8046253,8093183,,1000003,2001557,3002690,4004986
2425,8086838,8093184,,1000003,2001557,3002690,4004986
2426,8093185,8093186,,1000003,2001557,3002690,4007799
2427,8093189,8093180,,1000004,2000526,3002689,4007801
2428,8093190,8093182,,1000004,2000526,3002689,4007801
2429,8019936,8032316,,1000001,2000805,3001332,4002493
2430,8020027,8032407,,1000001,2000805,3001332,4001964
2431,8020041,8032421,,1000001,2000805,3001332,4002493
2432,8020053,8032433,,1000001,2000805,3001332,4002547
2433,8020205,8032585,,1000001,2000805,3001332,4002493
2434,8020417,8032797,,1000001,2000805,3001332,4002547
2435,8020645,8033025,,1000001,2000805,3001332,4002547
2436,8021266,8033646,,1000001,2000805,3001332,4002493
2437,8021271,8033651,,1000001,2000805,3001332,4002493
2438,8021510,8033890,,1000001,2000805,3001332,4002547
2439,8022199,8034579,,1000001,2000805,3001332,4002547
2440,8022244,8034624,,1000001,2000805,3001332,4002547
2441,8022337,8034717,,1000001,2000805,3001332,4002493
2442,8022530,8034910,,1000001,2000805,3001332,4002493
2443,8022635,8035015,,1000001,2000805,3001332,4001842
2444,8022636,8035016,,1000001,2000805,3001332,4001842
2445,8022720,8035100,,1000001,2000805,3001332,4002493
2446,8023358,8035738,,1000001,2000805,3001332,4002493
2447,8024116,8036495,,1000001,2000805,3001332,4002547
2448,8024145,8036524,,1000001,2000805,3001332,4001970
2449,8024236,8036615,,1000001,2000805,3001332,4002493
2450,8026363,8038742,,1000001,2000805,3001332,4002493
2451,8027655,8040034,,1000001,2000805,3001332,4002493
2452,8027787,8040166,,1000001,2000805,3001332,4000916
2453,8027799,8040178,,1000001,2000805,3001332,4002493
2454,8028140,8040519,,1000001,2000805,3001332,4000915
2455,8028201,8040580,,1000001,2000805,3001332,4002547
2456,8028237,8040616,,1000001,2000805,3001332,4002547
2457,8028860,8041239,,1000001,2000805,3001332,4002547
2458,8028897,8041276,,1000001,2000805,3001332,4002493
2459,8028920,8041299,,1000001,2000805,3001332,4002547
2460,8028923,8041302,,1000001,2000805,3001332,4001970
2461,8029151,8041530,,1000001,2000805,3001332,4002547
2462,8029449,8041828,,1000001,2000805,3001332,4001960
2463,8029989,8042368,,1000001,2000805,3001332,4002547
2464,8030202,8042581,,1000001,2000805,3001332,4002493
2465,8030204,8042583,,1000001,2000805,3001332,4002493
2466,8030222,8042601,,1000001,2000805,3001332,4002493
2467,8030228,8042607,,1000001,2000805,3001332,4002493
2468,8030229,8042608,,1000001,2000805,3001332,4002493
2469,8030230,8042609,,1000001,2000805,3001332,4002493
2470,8030238,8042617,,1000001,2000805,3001332,4002493
2471,8030240,8042619,,1000001,2000805,3001332,4002493
2472,8030246,8042625,,1000001,2000805,3001332,4002493
2473,8030248,8042627,,1000001,2000805,3001332,4002493
2474,8030255,8042634,,1000001,2000805,3001332,4002493
2475,8030257,8042636,,1000001,2000805,3001332,4002493
2476,8030258,8042637,,1000001,2000805,3001332,4002493
2477,8030263,8042642,,1000001,2000805,3001332,4002547
2478,8030267,8042646,,1000001,2000805,3001332,4002547
2479,8030270,8042649,,1000001,2000805,3001332,4002547
2480,8030274,8042653,,1000001,2000805,3001332,4002547
2481,8030277,8042656,,1000001,2000805,3001332,4002547
2482,8030282,8042661,,1000001,2000805,3001332,4002547
2483,8030284,8042663,,1000001,2000805,3001332,4002547
2484,8030286,8042665,,1000001,2000805,3001332,4002547
2485,8030292,8042671,,1000001,2000805,3001332,4002547
2486,8030293,8042672,,1000001,2000805,3001332,4002547
2487,8030294,8042673,,1000001,2000805,3001332,4002547
2488,8030295,8042674,,1000001,2000805,3001332,4002547
2489,8030296,8042675,,1000001,2000805,3001332,4002547
2490,8030298,8042677,,1000001,2000805,3001332,4002587
2491,8030699,8043078,,1000001,2000805,3001332,4002547
2492,8031398,8043776,,1000001,2000805,3001332,4002493
2493,8031585,8043963,,1000001,2000805,3001332,4002493
2494,8031676,8044054,,1000001,2000805,3001332,4002547
2495,8045418,8046944,,1000001,2000805,3001332,4004466
2496,8044761,8052511,,1000001,2000805,3001332,4004121
2497,8044762,8052512,,1000001,2000805,3001332,4004121
2498,8044776,8052619,,1000001,2000805,3001332,4004126
2499,8044777,8052620,,1000001,2000805,3001332,4004126
2500,8044849,8052622,,1000001,2000805,3001332,4004175
2501,8052621,8052623,,1000001,2000805,3001332,4004175
2502,8044850,8052625,,1000001,2000805,3001332,4004175
2503,8052624,8052626,,1000001,2000805,3001332,4004175
2504,8044953,8052627,,1000001,2000805,3001332,4004221
2505,8044954,8052628,,1000001,2000805,3001332,4004221
2506,8045418,8052629,,1000001,2000805,3001332,4004466
2507,8045494,8052630,,1000001,2000805,3001332,4004496
2508,8045496,8052631,,1000001,2000805,3001332,4004496
2509,8045495,8052632,,1000001,2000805,3001332,4004496
2510,8045793,8052634,,1000001,2000805,3001332,4004690
2511,8045815,8052635,,1000001,2000805,3001332,4004704
2512,8045816,8052636,,1000001,2000805,3001332,4004704
2513,8045821,8052637,,1000001,2000805,3001332,4004708
2514,8045822,8052638,,1000001,2000805,3001332,4004708
2515,8046460,8052639,,1000001,2000805,3001332,4005092
2516,8047316,8052640,,1000001,2000805,3001332,4005571
2517,8047317,8052641,,1000001,2000805,3001332,4005571
2518,8047797,8052642,,1000001,2000805,3001332,4005825
2519,8047877,8052643,,1000001,2000805,3001332,4005862
2520,8049054,8052644,,1000001,2000805,3001332,4006321
2521,8049105,8052645,,1000001,2000805,3001332,4006349
2522,8049429,8052647,,1000001,2000900,3001332,4006493
2523,8052646,8052648,,1000001,2000900,3001332,4006493
2524,8050733,8052649,,1000001,2000805,3001332,4007026
2525,8050734,8052650,,1000001,2000805,3001332,4007026
2526,8050735,8052651,,1000001,2000805,3001332,4007026
2527,8045190,8057048,,1000001,2000805,3001332,4004343
2528,8061203,8061204,,1000001,2000805,3001332,4001960
2529,8061205,8061206,,1000001,2000805,3001332,4001960
2530,8061207,8061208,,1000001,2000805,3001332,4001960
2531,8062800,8062801,,1000001,2000805,3001332,4002547
2532,8062802,8062803,,1000001,2000805,3001332,4002547
2533,8062804,8062805,,1000001,2000805,3001332,4002547
2534,8062806,8062807,,1000001,2000805,3001332,4002547
2535,8062808,8062809,,1000001,2000805,3001332,4002547
2536,8062810,8062811,,1000001,2000805,3001332,4002547
2537,8062812,8062813,,1000001,2000805,3001332,4002547
2538,8062814,8062815,,1000001,2000805,3001332,4002547
2539,8062816,8062817,,1000001,2000805,3001332,4002547
2540,8062818,8062819,,1000001,2000805,3001332,4002547
2541,8062820,8062821,,1000001,2000805,3001332,4002547
2542,8062822,8062823,,1000001,2000805,3001332,4002547
2543,8062824,8062825,,1000001,2000805,3001332,4002547
2544,8062826,8062827,,1000001,2000805,3001332,4002547
2545,8062828,8062829,,1000001,2000805,3001332,4002547
2546,8062830,8062831,,1000001,2000805,3001332,4002547
2547,8062832,8062833,,1000001,2000805,3001332,4002547
2548,8066456,8066457,,1000001,2000805,3001332,4001970
2549,8068808,8068809,,1000001,2000805,3001332,4002493
2550,8068810,8068811,,1000001,2000805,3001332,4002493
2551,8068814,8068815,,1000001,2000805,3001332,4002493
2552,8070791,8070792,,1000001,2000805,3001332,4002547
2553,8070871,8070872,,1000001,2000805,3001332,4002493
2554,8070873,8070874,,1000001,2000805,3001332,4002493
2555,8070875,8070876,,1000001,2000805,3001332,4002493
2556,8070877,8070878,,1000001,2000805,3001332,4002493
2557,8070879,8070880,,1000001,2000805,3001332,4002493
2558,8070881,8070882,,1000001,2000805,3001332,4002493
2559,8070883,8070884,,1000001,2000805,3001332,4002493
2560,8070885,8070886,,1000001,2000805,3001332,4002493
2561,8070887,8070888,,1000001,2000805,3001332,4002493
2562,8070889,8070890,,1000001,2000805,3001332,4002493
2563,8070891,8070892,,1000001,2000805,3001332,4002493
2564,8070901,8070902,,1000001,2000805,3001332,4002493
2565,8070905,8070906,,1000001,2000805,3001332,4002493
2566,8070907,8070908,,1000001,2000805,3001332,4002493
2567,8070909,8070910,,1000001,2000805,3001332,4002493
2568,8070911,8070912,,1000001,2000805,3001332,4002493
2569,8070913,8070914,,1000001,2000805,3001332,4002493
2570,8070915,8070916,,1000001,2000805,3001332,4002493
2571,8070917,8070918,,1000001,2000805,3001332,4002493
2572,8070919,8070920,,1000001,2000805,3001332,4002493
2573,8085239,8085240,,1000001,2000805,3001332,4002493
2574,8085241,8085242,,1000001,2000805,3001332,4002493
2575,8094626,8094627,,1000001,2000805,3001332,4000915
2576,8096513,8096514,,1000001,2000805,3001332,4002493
2577,8096515,8096516,,1000001,2000805,3001332,4002493
2578,8098755,8098756,,1000001,2000805,3001332,4002547
2579,8098877,8098878,,1000001,2000805,3001332,4002547
2580,8102426,8102427,,1000001,2000805,3001332,4002547
2581,8106219,8106220,,1000001,2000805,3001332,4002493
2582,8050972,8093389,,1000004,2001271,3002701,4007136
2583,8046255,8093191,,1000004,2000175,3002691,4004988
2584,8048687,8093192,,1000004,2000175,3002691,4006184
2585,8048686,8093194,,1000004,2000175,3002691,4006184
2586,8093193,8093195,,1000004,2000175,3002691,4004988
2587,8048690,8093196,,1000004,2000175,3002691,4006184
2588,8048692,8093198,,1000004,2000175,3002691,4006184
2589,8093197,8093199,,1000004,2000175,3002691,4004988
2590,8048693,8093200,,1000004,2000175,3002691,4006184
2591,8089667,8093202,,1000004,2000175,3002691,4006184
2592,8093201,8093203,,1000004,2000175,3002691,4004988
2593,8029345,8041724,,1000000,2000807,3001333,4001340
2594,8029588,8041967,,1000001,2001561,3002702,4001942
2595,8078384,8078385,,1000001,2001561,3002702,4001942
2596,8078386,8078387,,1000001,2001561,3002702,4001942
2597,8078388,8078389,,1000001,2001561,3002702,4001942
2598,8078390,8078391,,1000001,2001561,3002702,4001942
2599,8046455,8093032,,1000001,2001561,3002702,4001942
2600,8046456,8093033,,1000001,2001561,3002702,4001942
2601,8093390,8093391,,1000001,2001561,3002702,4005015
2602,8029588,8093392,,1000001,2001561,3002702,4001942
2603,8046455,8093393,,1000001,2001561,3002702,4001942
2604,8046456,8093394,,1000001,2001561,3002702,4001942
2605,8078384,8093395,,1000001,2001561,3002702,4001942
2606,8078386,8093396,,1000001,2001561,3002702,4001942
2607,8078388,8093397,,1000001,2001561,3002702,4001942
2608,8078390,8093398,,1000001,2001561,3002702,4001942
2609,8027111,8039490,,1000000,2001019,3002692,4000766
2610,8083058,8048697,,1000000,2001019,3002692,4000766
2611,8026402,8061312,,1000000,2001019,3002692,4000766
2612,8075306,8074603,,1000000,2001019,3002692,4000766
2613,8075308,8074604,,1000000,2001019,3002692,4000766
2614,8027107,8074605,,1000000,2001019,3002692,4000766
2615,8075300,8086655,,1000000,2001019,3002692,4000766
2616,8075302,8086656,,1000000,2001019,3002692,4000766
2617,8075304,8086657,,1000000,2001019,3002692,4000766
2618,8026403,8093204,,1000000,2001019,3002692,4000766
2619,8048698,8093206,,1000000,2001019,3002692,4000766
2620,8021985,8034365,,1000000,2000808,3001334,4002497
2621,8028948,8041327,,1000000,2000808,3001334,4002497
2622,8031212,8043590,,1000000,2000808,3001334,4002497
2623,8051069,8094203,,1000000,2001563,3002703,4007184
2624,8051070,8094204,,1000000,2001563,3002703,4007184
2625,8051071,8094205,,1000000,2001563,3002703,4007184
2626,8046260,8093242,,1000000,2000030,3002693,4004991
2627,8046261,8093243,,1000000,2000030,3002693,4004991
2628,8025426,8037805,,1000000,2000085,3001335,4002496
2629,8030402,8042781,,1000000,2000085,3001335,4002496
2630,8099739,8099740,,1000000,2000085,3001335,4002496
2631,8050135,8094208,,1000001,2000740,3002704,4006781
2632,8050136,8094209,,1000001,2000740,3002704,4006781
2633,8050137,8094210,,1000001,2000740,3002704,4006781
2634,8050971,8093284,,1000000,2001555,3002694,4007135
2635,8031641,8044019,,1000003,2000014,3001336,4001240
2636,8094878,8094879,,1000003,2000014,3001336,4001240
2637,8095144,8095145,,1000003,2000014,3001336,4001240
2638,8095176,8095177,,1000003,2000014,3001336,4001240
2639,8095180,8095181,,1000003,2000014,3001336,4001240
2640,8095182,8095183,,1000003,2000014,3001336,4001240
2641,8095190,8095191,,1000003,2000014,3001336,4001240
2642,8095210,8095211,,1000003,2000014,3001336,4001240
2643,8095742,8095743,,1000003,2000014,3001336,4001240
2644,8096023,8096024,,1000003,2000014,3001336,4001240
2645,8096067,8096068,,1000003,2000014,3001336,4001240
2646,8096253,8096254,,1000003,2000014,3001336,4001240
2647,8096431,8096432,,1000003,2000014,3001336,4001240
2648,8096927,8096928,,1000003,2000014,3001336,4001240
2649,8096979,8096980,,1000003,2000014,3001336,4001240
2650,8097027,8097028,,1000003,2000014,3001336,4001240
2651,8097051,8097052,,1000003,2000014,3001336,4001240
2652,8097065,8097066,,1000003,2000014,3001336,4001240
2653,8097165,8097166,,1000003,2000014,3001336,4001240
2654,8097225,8097226,,1000003,2000014,3001336,4001240
2655,8097295,8097296,,1000003,2000014,3001336,4001240
2656,8097313,8097314,,1000003,2000014,3001336,4001240
2657,8097379,8097380,,1000003,2000014,3001336,4001240
2658,8097487,8097488,,1000003,2000014,3001336,4001240
2659,8097685,8097686,,1000003,2000014,3001336,4001240
2660,8097705,8097706,,1000003,2000014,3001336,4001240
2661,8097813,8097814,,1000003,2000014,3001336,4001240
2662,8097943,8097944,,1000003,2000014,3001336,4001240
2663,8098201,8098202,,1000003,2000014,3001336,4001240
2664,8098353,8098354,,1000003,2000014,3001336,4001240
2665,8098571,8098572,,1000003,2000014,3001336,4001240
2666,8098647,8098648,,1000003,2000014,3001336,4001240
2667,8098757,8098758,,1000003,2000014,3001336,4001240
2668,8098805,8098806,,1000003,2000014,3001336,4001240
2669,8098821,8098822,,1000003,2000014,3001336,4001240
2670,8098849,8098850,,1000003,2000014,3001336,4001240
2671,8098935,8098936,,1000003,2000014,3001336,4001240
2672,8098941,8098942,,1000003,2000014,3001336,4001240
2673,8099231,8099232,,1000003,2000014,3001336,4001240
2674,8099359,8099360,,1000003,2000014,3001336,4001240
2675,8099427,8099428,,1000003,2000014,3001336,4001240
2676,8099461,8099462,,1000003,2000014,3001336,4001240
2677,8099627,8099628,,1000003,2000014,3001336,4001240
2678,8099785,8099786,,1000003,2000014,3001336,4001240
2679,8100153,8100154,,1000003,2000014,3001336,4001240
2680,8100361,8100362,,1000003,2000014,3001336,4001240
2681,8100687,8100688,,1000003,2000014,3001336,4001240
2682,8102027,8102028,,1000003,2000014,3001336,4001240
2683,8102119,8102120,,1000003,2000014,3001336,4001240
2684,8102680,8102681,,1000003,2000014,3001336,4001240
2685,8103007,8103008,,1000003,2000014,3001336,4001240
2686,8103029,8103030,,1000003,2000014,3001336,4001240
2687,8103147,8103148,,1000003,2000014,3001336,4001240
2688,8103477,8103478,,1000003,2000014,3001336,4001240
2689,8104264,8104265,,1000003,2000014,3001336,4001240
2690,8105797,8105798,,1000003,2000014,3001336,4001240
2691,8105901,8105902,,1000003,2000014,3001336,4001240
2692,8106175,8106176,,1000003,2000014,3001336,4001240
2693,8106271,8106272,,1000003,2000014,3001336,4001240
2694,8106371,8106372,,1000003,2000014,3001336,4001240
2695,8106917,8106918,,1000003,2000014,3001336,4001240
2696,8050080,8095816,,1000000,2001564,3002705,4006763
2697,8050815,8093307,,1000003,2001558,3002695,4007061
2698,8050816,8093308,,1000003,2001558,3002695,4007061
2699,8050817,8093309,,1000003,2001558,3002695,4007061
2700,8050818,8093310,,1000003,2001558,3002695,4007061
2701,8106311,8106312,,1000003,2001558,3002695,4007061
2702,8024375,8036754,,1000000,2000809,3001337,4000779
2703,8024379,8036758,,1000000,2000809,3001337,4000779
2704,8024381,8036760,,1000000,2000809,3001337,4000779
2705,8050075,8095817,,1000000,2001565,3002706,4006760
2706,8095818,8095819,,1000000,2001565,3002706,4007809
2707,8095820,8095821,,1000000,2001565,3002706,4007809
2708,8093335,8093336,,1000001,2000543,3002696,4007803
2709,8029308,8041687,,1000000,2000810,3001338,4000778
2710,8048157,8095829,,1000003,2001566,3002707,4005988
2711,8048158,8095830,,1000003,2001566,3002707,4005988
2712,8048159,8095831,,1000003,2001566,3002707,4005988
2713,8048160,8095832,,1000003,2001566,3002707,4005988
2714,8093335,8093337,,1000000,2001254,3002697,4007803
2715,8023277,8035657,,1000003,2000014,3001339,4001343
2716,8023279,8035659,,1000003,2000014,3001339,4001343
2717,8029244,8041623,,1000003,2000014,3001339,4001343
2718,8029247,8041626,,1000003,2000014,3001339,4001343
2719,8029252,8041631,,1000003,2000014,3001339,4001343
2720,8029253,8041632,,1000003,2000014,3001339,4001343
2721,8021368,8033748,,1000000,2000811,3001340,4001342
2722,8047841,8095833,,1000000,2000831,3002708,4005843
2723,8047842,8095834,,1000000,2000831,3002708,4005843
2724,8095835,8095836,,1000000,2000831,3002708,4005843
2725,8095837,8095838,,1000000,2000831,3002708,4005843
2726,8095839,8095840,,1000000,2000831,3002708,4005843
2727,8095841,8095842,,1000000,2000831,3002708,4005843
2728,8095843,8095844,,1000000,2000831,3002708,4005843
2729,8046315,8093387,,1000003,2000097,3002698,4005014
2730,8030807,8043186,,1000001,2000812,3001341,4002500
2731,8046330,8095865,,1000000,2001562,3002710,4005024
2732,8048260,8095845,,1000001,2001567,3002709,4006031
2733,8048261,8095846,,1000001,2001567,3002709,4006031
2734,8048262,8095847,,1000001,2001567,3002709,4006031
2735,8095848,8095849,,1000001,2001567,3002709,4006031
2736,8095850,8095851,,1000001,2001567,3002709,4006031
2737,8095852,8095853,,1000001,2001567,3002709,4007810
2738,8095854,8095855,,1000001,2001567,3002709,4006031
2739,8095856,8095857,,1000001,2001567,3002709,4007810
2740,8095858,8095859,,1000001,2001567,3002709,4007810
2741,8095860,8095861,,1000001,2001567,3002709,4007810
2742,8095862,8095863,,1000001,2001567,3002709,4007810
2743,8046316,8093388,,1000000,2001560,3002699,4007807
2744,8097609,8097610,,1000000,2001560,3002699,4007807
2745,8022179,8034559,,1000001,2000813,3001342,4002506
2746,8028821,8041200,,1000001,2000813,3001342,4002512
2747,8087711,8087712,,1000001,2000813,3001342,4002506
2748,8087713,8087714,,1000001,2000813,3001342,4002506
2749,8087715,8087716,,1000001,2000813,3001342,4002506
2750,8087717,8087718,,1000001,2000813,3001342,4002506
2751,8087719,8087720,,1000001,2000813,3001342,4002506
2752,8087723,8087724,,1000001,2000813,3001342,4002506
2753,8087725,8087726,,1000001,2000813,3001342,4002506
2754,8087727,8087728,,1000001,2000813,3001342,4002506
2755,8087729,8087730,,1000001,2000813,3001342,4002506
2756,8087731,8087732,,1000001,2000813,3001342,4002506
2757,8087733,8087734,,1000001,2000813,3001342,4002506
2758,8087735,8087736,,1000001,2000813,3001342,4002506
2759,8087737,8087738,,1000001,2000813,3001342,4002506
2760,8087739,8087740,,1000001,2000813,3001342,4002506
2761,8087741,8087742,,1000001,2000813,3001342,4002506
2762,8087743,8087744,,1000001,2000813,3001342,4002506
2763,8087745,8087746,,1000001,2000813,3001342,4002506
2764,8087747,8087748,,1000001,2000813,3001342,4002506
2765,8087749,8087750,,1000001,2000813,3001342,4002506
2766,8087751,8087752,,1000001,2000813,3001342,4002506
2767,8087753,8087754,,1000001,2000813,3001342,4002506
2768,8087755,8087756,,1000001,2000813,3001342,4002506
2769,8087757,8087758,,1000001,2000813,3001342,4002506
2770,8087759,8087760,,1000001,2000813,3001342,4002506
2771,8087761,8087762,,1000001,2000813,3001342,4002506
2772,8087763,8087764,,1000001,2000813,3001342,4002506
2773,8087765,8087766,,1000001,2000813,3001342,4002506
2774,8087767,8087768,,1000001,2000813,3001342,4002506
2775,8087769,8087770,,1000001,2000813,3001342,4002506
2776,8087771,8087772,,1000001,2000813,3001342,4002506
2777,8087773,8087774,,1000001,2000813,3001342,4002506
2778,8087775,8087776,,1000001,2000813,3001342,4002506
2779,8087777,8087778,,1000001,2000813,3001342,4002506
2780,8087779,8087780,,1000001,2000813,3001342,4002506
2781,8087781,8087782,,1000001,2000813,3001342,4002506
2782,8087783,8087784,,1000001,2000813,3001342,4002506
2783,8087785,8087786,,1000001,2000813,3001342,4002506
2784,8087787,8087788,,1000001,2000813,3001342,4002506
2785,8087789,8087790,,1000001,2000813,3001342,4002506
2786,8087791,8087792,,1000001,2000813,3001342,4002506
2787,8087793,8087794,,1000001,2000813,3001342,4002506
2788,8087795,8087796,,1000001,2000813,3001342,4002506
2789,8087797,8087798,,1000001,2000813,3001342,4002506
2790,8087799,8087800,,1000001,2000813,3001342,4002506
2791,8087801,8087802,,1000001,2000813,3001342,4002506
2792,8087803,8087804,,1000001,2000813,3001342,4002506
2793,8087805,8087806,,1000001,2000813,3001342,4002506
2794,8087807,8087808,,1000001,2000813,3001342,4002506
2795,8087809,8087810,,1000001,2000813,3001342,4002506
2796,8087811,8087812,,1000001,2000813,3001342,4002506
2797,8087813,8087814,,1000001,2000813,3001342,4002506
2798,8087815,8087816,,1000001,2000813,3001342,4002506
2799,8087817,8087818,,1000001,2000813,3001342,4002506
2800,8087819,8087820,,1000001,2000813,3001342,4002506
2801,8087821,8087822,,1000001,2000813,3001342,4002506
2802,8087823,8087824,,1000001,2000813,3001342,4002506
2803,8087825,8087826,,1000001,2000813,3001342,4002506
2804,8087829,8087830,,1000001,2000813,3001342,4002506
2805,8087831,8087832,,1000001,2000813,3001342,4002506
2806,8087833,8087834,,1000001,2000813,3001342,4002506
2807,8087835,8087836,,1000001,2000813,3001342,4002506
2808,8087837,8087838,,1000001,2000813,3001342,4002506
2809,8087839,8087840,,1000001,2000813,3001342,4002506
2810,8087841,8087842,,1000001,2000813,3001342,4002506
2811,8087843,8087844,,1000001,2000813,3001342,4002506
2812,8087845,8087846,,1000001,2000813,3001342,4002506
2813,8087847,8087848,,1000001,2000813,3001342,4002506
2814,8087849,8087850,,1000001,2000813,3001342,4002506
2815,8087851,8087852,,1000001,2000813,3001342,4002506
2816,8087853,8087854,,1000001,2000813,3001342,4002506
2817,8087855,8087856,,1000001,2000813,3001342,4002506
2818,8087857,8087858,,1000001,2000813,3001342,4002506
2819,8087859,8087860,,1000001,2000813,3001342,4002506
2820,8087861,8087862,,1000001,2000813,3001342,4002506
2821,8087863,8087864,,1000001,2000813,3001342,4002506
2822,8087865,8087866,,1000001,2000813,3001342,4002506
2823,8087867,8087868,,1000001,2000813,3001342,4002506
2824,8087869,8087870,,1000001,2000813,3001342,4002506
2825,8087871,8087872,,1000001,2000813,3001342,4002506
2826,8087873,8087874,,1000001,2000813,3001342,4002506
2827,8087875,8087876,,1000001,2000813,3001342,4002506
2828,8087877,8087878,,1000001,2000813,3001342,4002506
2829,8087879,8087880,,1000001,2000813,3001342,4002506
2830,8087881,8087882,,1000001,2000813,3001342,4002506
2831,8087883,8087884,,1000001,2000813,3001342,4002506
2832,8087885,8087886,,1000001,2000813,3001342,4002506
2833,8087887,8087888,,1000001,2000813,3001342,4002506
2834,8087889,8087890,,1000001,2000813,3001342,4002506
2835,8087891,8087892,,1000001,2000813,3001342,4002506
2836,8087893,8087894,,1000001,2000813,3001342,4002506
2837,8087895,8087896,,1000001,2000813,3001342,4002506
2838,8087897,8087898,,1000001,2000813,3001342,4002506
2839,8093489,8093490,,1000001,2000813,3001342,4002506
2840,8093491,8093492,,1000001,2000813,3001342,4002506
2841,8093639,8093640,,1000001,2000813,3001342,4002506
2842,8093725,8093726,,1000001,2000813,3001342,4002506
2843,8093885,8093886,,1000001,2000813,3001342,4002506
2844,8094131,8094132,,1000001,2000813,3001342,4002506
2845,8094153,8094154,,1000001,2000813,3001342,4002506
2846,8094280,8094281,,1000001,2000813,3001342,4002506
2847,8094360,8094361,,1000001,2000813,3001342,4002506
2848,8096009,8096010,,1000001,2000813,3001342,4002506
2849,8096059,8096060,,1000001,2000813,3001342,4002506
2850,8096259,8096260,,1000001,2000813,3001342,4002506
2851,8096299,8096300,,1000001,2000813,3001342,4002506
2852,8096947,8096948,,1000001,2000813,3001342,4002506
2853,8097077,8097078,,1000001,2000813,3001342,4002506
2854,8097167,8097168,,1000001,2000813,3001342,4002506
2855,8097255,8097256,,1000001,2000813,3001342,4002506
2856,8097361,8097362,,1000001,2000813,3001342,4002506
2857,8097919,8097920,,1000001,2000813,3001342,4002506
2858,8097923,8097924,,1000001,2000813,3001342,4002506
2859,8098057,8098058,,1000001,2000813,3001342,4002506
2860,8100873,8100874,,1000001,2000813,3001342,4002506
2861,8101188,8101189,,1000001,2000813,3001342,4002506
2862,8102031,8102032,,1000001,2000813,3001342,4002506
2863,8102075,8102076,,1000001,2000813,3001342,4002506
2864,8102081,8102082,,1000001,2000813,3001342,4002506
2865,8102602,8102603,,1000001,2000813,3001342,4002506
2866,8103163,8103164,,1000001,2000813,3001342,4002506
2867,8103231,8103232,,1000001,2000813,3001342,4002506
